gene	exp	exp
PSMA8	0	0.0227761263
TAF4B	0	0.00902070504
KCTD1	0	0.00621306232
AQP4	0	0.000977102634
AQP4-AS1	0	0.00196607359
CHST9	0	0.00267293388
CDH2	0	0.039234541
MIR302F	0	0.04646
DSC3	0	0.00929317481
DSC2	0	0.0135457579
DSC1	0	0.0135457579
DSG2	0	0.00540605254
LOC100652770	0	0.00540605254
TTR	0	0.00546913352
B4GALT6	0	0.0429201378
SLC25A52	0	0.0165378684
TRAPPC8	0	0.00379291527
RNF125	0	0.00157456103
RNF138	0	0.00637913061
MEP1B	0	0.00698898678
GAREM	0	0.00203278092
WBP11P1	0	0.00689920255
CCDC178	0	0.0117814967
ASXL3	0	0.0100941942
NOL4	0	0.00469698873
DTNA	0	0.00650248725
MAPRE2	0	0.00520351198
ZNF397	0	0.03122
INO80C	0	0.01384
MIR187	0	0.04018
C18orf21	0	0.0224152123
RPRD1A	0	0.0157644062
SLC39A6	0	0.0271465799
ELP2	0	0.0308629374
MOCOS	0	0.0352725023
FHOD3	0	0.00211990675
TPGS2	0	0.03985
KIAA1328	0	0.0101685247
CELF4	0	0.000295546512
MIR4318	0	0.00126758624
LINC00669	0	0.0029260291
KC6	0	0.0395961848
PIK3C3	0	0.0254444952
LINC00907	0	0.0021807859
RIT2	0	0.0146373915
SYT4	0	0.00503361956
SETBP1	0	0.000260749818
MIR4319	0	0.04277
SLC14A2	0	0.00267005285
EPG5	0	0.0351143213
PSTPIP2	0	0.0316593736
ATP5A1	0	0.033152092
HAUS1	0	0.0338403532
C18orf25	0	0.02805
RNF165	0	0.00615657331
LOXHD1	0	0.00641111157
ST8SIA5	0	0.0197659752
PIAS2	0	0.0293738917
SKOR2	0	0.0456864041
ZBTB7C	0	3.57521705e-05
CTIF	0	1.53661755e-05
MIR4743	0	4.95031113e-05
SMAD7	0	0.000496667309
DYM	0	0.0019801442
MIR4744	0	0.000824302965
RPL17-C18orf32	0	0.0140413867
MIR1539	0	0.0140413867
RPL17	0	0.0140413867
SNORD58C	0	0.0140413867
SNORD58A	0	0.0140413867
SNORD58B	0	0.0140413867
LIPG	0	0.00562725651
ACAA2	0	0.0238501841
MYO5B	0	0.0231566887
SKA1	0	0.047505778
MAPK4	0	0.00226555546
ME2	0	0.04094
SMAD4	0	0.04094
MEX3C	0	1
LOC100287225	0	0.00107013705
DCC	0	0.000901493662
DYNAP	0	0.0272208889
RAB27B	0	0.0117487872
CCDC68	0	0.0118695428
TCF4	0	0.000131220496
MIR4529	0	5.45606404e-05
LOC100505474	0	0.00012051685
TXNL1	0	0.0069101344
WDR7	0	6.67541335e-05
LINC-ROR	0	7.80030736e-05
BOD1L2	0	0.0258506767
FECH	0	2.03661068e-05
NARS	0	4.94897195e-06
LOC100505549	0	4.20844998e-06
ATP8B1	0	4.71719547e-07
NEDD4L	0	0.00168759595
MIR122	0	0.00254625556
MIR3591	0	0.00254625556
ALPK2	0	0.000332992461
ZNF532	0	0.00696748513
OACYLP	0	0.00316538712
SEC11C	0	0.00447048973
GRP	0	3.82845747e-07
RAX	0	1.86829887e-06
CPLX4	0	0.00544621797
LMAN1	0	0.0161209505
CCBE1	0	0.00317462739
PMAIP1	0	0.00581938833
MC4R	0	0.000153210709
CDH20	0	0.00886358154
RNF152	0	0.0312009277
PIGN	0	0.010423244
KIAA1468	0	0.0139485628
TNFRSF11A	0	0.0023904453
ZCCHC2	0	0.00481499565
PHLPP1	0	0.00480787757
BCL2	0	5.31506215e-07
KDSR	0	0.000904408233
VPS4B	0	0.0157357126
SERPINB5	0	0.0351
HMSD	0	0.0172085269
SERPINB8	0	0.012644033
LINC00305	0	0.0275824078
LOC284294	0	0.00472788949
LOC400654	0	0.00941381465
CDH7	0	4.86984601e-05
CDH19	0	0.0192077817
MIR5011	0	0.000700984136
LOC643542	0	0.00122592376
TMX3	0	0.0473335968
CCDC102B	0	0.0172890592
DOK6	0	0.00225503383
RTTN	0	0.0195483822
SOCS6	0	0.0144386452
LOC100505776	0	0.000279066061
CBLN2	0	0.0403472618
NETO1	0	0.00553319775
LOC400655	0	0.0102644805
LOC100505817	0	0.0100955552
FBXO15	0	0.00819515461
TIMM21	0	0.02514
CYB5A	0	0.0121269146
C18orf63	0	0.00447392157
CNDP1	0	0.00313110904
LINC00909	0	0.00313110904
ZNF407	0	0.00821676989
ZADH2	0	0.0141903636
TSHZ1	0	0.00331908782
SMIM21	0	0.00421861105
LOC339298	0	0.00442817296
LOC100131655	0	3.74335587e-05
ZNF236	0	6.19274601e-05
MBP	0	0.00395233121
GALR1	0	0.00458215119
SALL3	0	0.0192619367
ATP9B	0	0.0147246994
NFATC1	0	0.0302639169
CTDP1	0	1.83222979e-05
KCNG2	0	0.00284287249
PQLC1	0	0.00448221428
TXNL4A	0	0.0456580586
RBFA	0	0.0456580586
RBFADN	0	0.0456580586
ADNP2	0	0.0454675922
PPAP2C	0	0.00351997455
MIER2	0	0.00351997455
THEG	0	0.00351997455
GNG7	0	0.0297880976
SGTA	0	0.00796521174
THOP1	0	0.00717963522
ZNF554	0	0.00717963522
ZNF555	0	0.00717963522
ZNF556	0	0.00717963522
ZNF57	0	0.0349611631
ZNF77	0	0.0349611631
TLE6	0	0.0349611631
ANKRD24	0	0.04975
EBI3	0	0.04975
CCDC94	0	0.04975
SHD	0	0.04975
TMIGD2	0	0.0116756294
FSD1	0	0.00131580491
STAP2	0	0.00126300919
MPND	0	0.00142914529
SH3GL1	0	0.0016562393
CHAF1A	0	0.00164438853
UBXN6	0	1
MIR4746	0	1
HDGFRP2	0	0.00220129856
PLIN4	0	0.00257048595
SEMA6B	0	0.047
TNFAIP8L1	0	0.047
C19orf10	0	0.047
DPP9	0	0.0186497568
MIR7-3HG	0	0.018503689
MIR7-3	0	0.018503689
FEM1A	0	0.018503689
TICAM1	0	0.0363645074
PLIN3	0	0.0363645074
KDM4B	0	0.00869376187
PTPRS	0	0.000998450968
TINCR	0	0.0171051093
SAFB2	0	0.0118809022
SAFB	0	0.0198056462
NRTN	0	0.00355483552
FUT6	0	0.00165226207
FUT3	0	0.00165226207
FUT5	0	0.0019329831
NDUFA11	0	0.0019329831
VMAC	0	0.0211637565
CAPS	0	0.0211637565
RANBP3	0	0.00801342006
LOC100128568	0	0.00446771909
RFX2	0	0.00446771909
TNFSF14	0	0.02183
C3	0	0.02183
GPR108	0	0.0222157349
TRIP10	0	0.0364470927
SH2D3A	0	0.0364470927
VAV1	0	0.0364470927
MBD3L5	0	0.00108906092
MBD3L4	0	0.00211301738
MBD3L2	0	0.00236252947
MBD3L3	0	0.00212712417
ZNF557	0	0.00212712417
INSR	0	5.24528996e-06
ARHGEF18	0	0.0036414146
LOC100128573	0	0.00456053145
PEX11G	0	0.00437879196
C19orf45	0	0.0114579468
ZNF358	0	0.013925368
MCOLN1	0	0.04262
LOC388499	0	0.000311714195
LRRC8E	0	0.00138926045
MAP2K7	0	0.00101831416
TGFBR3L	0	0.00145004341
SNAPC2	0	0.00131097978
CTXN1	0	0.00141142006
TIMM44	0	0.00233537751
ELAVL1	0	0.00593394729
CCL25	0	0.0147808376
FBN3	0	0.013923305
ANGPTL4	0	0.00130527178
RAB11B-AS1	0	0.00309394268
MIR4999	0	0.00309394268
RAB11B	0	0.00162724704
MARCH2	0	0.00242462516
HNRNPM	0	0.0024212526
PRAM1	0	0.00662781376
ZNF414	0	0.00639182266
MYO1F	0	0.00647952966
ACTL9	0	0.00595946566
OR2Z1	0	0.0125539187
ZNF558	0	0.0289005475
MBD3L1	0	0.0289005475
MUC16	0	0.001482643
OR7D2	0	0.0317968353
OR7D4	0	0.0317968353
OR7E24	0	0.0317968353
TYK2	0	0.04959
CDC37	0	0.026253517
MIR1181	0	0.026253517
PDE4A	0	0.0270269385
KEAP1	0	0.0301847415
C19orf38	0	0.02763
CARM1	0	0.02763
YIPF2	0	0.02763
C19orf52	0	0.02763
SMARCA4	0	0.02763
LDLR	0	0.000405797392
SPC24	0	0.00170548128
KANK2	0	0.00176735272
DOCK6	0	0.0101735102
C19orf80	0	0.0150916938
ZNF833P	0	0.0180527766
ZNF823	0	0.0180527766
ZNF441	0	0.0180527766
ZNF69	0	0.02596
ZNF763	0	0.0136383584
ZNF433	0	2.41770617e-05
ZNF878	0	3.64733776e-05
ZNF844	0	0.000142903693
ZNF788	0	0.000145926173
ZNF625-ZNF20	0	0.00216061888
ZNF625	0	0.00563899638
ZNF136	0	0.00514997605
ZNF44	0	0.0128856601
ZNF563	0	7.5126876e-06
ZNF442	0	9.42659423e-06
ZNF799	0	1.30455295e-05
ZNF443	0	2.1310279e-05
HOOK2	0	0.00130826834
JUNB	0	0.000610799881
PRDX2	0	0.000558393059
RNASEH2A	0	0.000519688238
RTBDN	0	0.000319623519
MAST1	0	0.00029492495
DNASE2	0	0.00029196512
KLF1	0	0.000286496738
GCDH	0	0.000270874185
SYCE2	0	0.00018118678
FARSA	0	0.000130090099
CALR	0	0.0367
RAD23A	0	0.0367
GADD45GIP1	0	0.0367
CACNA1A	0	0.000101863893
CCDC130	0	0.0271370083
MRI1	0	0.0271370083
C19orf53	0	0.0268014799
CD97	0	0.0117524339
CLEC17A	0	0.0147852469
EMR3	0	0.0147852469
ZNF333	0	0.04691
OR7A17	0	0.0292587302
OR7C2	0	0.0259115386
SLC1A6	0	0.00481932639
CCDC105	0	0.00802361917
CASP14	0	0.00910291905
OR1I1	0	0.00971140282
SYDE1	0	0.00421564378
ILVBL	0	0.00528813813
NOTCH3	0	0.00136639577
EPHX3	0	0.00522061464
BRD4	0	0.00198575543
AKAP8	0	0.00144079109
AKAP8L	0	0.00152826826
WIZ	0	0.00195016656
MIR1470	0	0.00228603308
RASAL3	0	0.00228603308
PGLYRP2	0	0.0047484838
CYP4F22	0	0.00318822256
CYP4F8	0	0.00311950187
CYP4F3	0	0.003680247
CYP4F12	0	0.00415399401
OR10H2	0	0.0283055187
OR10H3	0	0.0283055187
CYP4F24P	0	0.0283055187
UCA1	0	0.0230774353
CYP4F2	0	0.0256999745
CYP4F11	0	0.0244742456
OR10H4	0	0.0117979488
LINC00661	0	0.0123703495
LINC00905	0	0.0123703495
TPM4	0	0.0108756772
RAB8A	0	0.0453115517
HSH2D	0	0.0453115517
CIB3	0	0.0453115517
KLF2	0	0.00405855106
EPS15L1	0	0.00290990815
MED26	0	0.00336848804
C19orf44	0	0.00395482943
CHERP	0	0.0039519034
SLC35E1	0	0.00607828225
SMIM7	0	0.0396117419
TMEM38A	0	0.0396117419
NWD1	0	0.0445137322
CPAMD8	0	0.00396374622
HAUS8	0	0.000546218667
MYO9B	0	0.000291533106
USE1	0	0.0136552897
OCEL1	0	0.008028
NR2F6	0	0.008028
USHBP1	0	0.008028
BABAM1	0	0.008028
ANKLE1	0	0.008028
ABHD8	0	0.008028
MRPL34	0	0.008028
DDA1	0	0.008028
ANO8	0	0.00771341689
GTPBP3	0	0.00332094124
PLVAP	0	0.00369801128
BST2	0	0.00135618905
MVB12A	0	0.000563928458
TMEM221	0	0.00136295864
NXNL1	0	0.00566025675
SLC27A1	0	0.00566025675
PGLS	0	0.00811217771
FAM129C	0	0.0100092735
UNC13A	0	0.0125371087
MAP1S	0	0.0125371087
C19orf60	0	0.0465
CRLF1	0	0.0465
TMEM59L	0	0.0465
KLHL26	0	0.0267653781
CRTC1	0	0.0267653781
UPF1	0	0.0216020763
GDF1	0	0.0216020763
CERS1	0	0.0216020763
COPE	0	0.0276843621
HOMER3	0	0.0043445742
SUGP2	0	0.014197442
ARMC6	0	0.0167799656
SLC25A42	0	0.00770556035
TMEM161A	0	0.00668244751
MEF2BNB-MEF2B	0	0.000991917805
MEF2BNB	0	0.00269397598
RFXANK	0	0.00269397598
NR2C2AP	0	0.00243210996
NCAN	0	2.0966527e-06
HAPLN4	0	2.70955149e-06
TM6SF2	0	2.70955149e-06
SUGP1	0	6.65737333e-06
MAU2	0	4.63861822e-06
GATAD2A	0	1.67310635e-06
TSSK6	0	1.9543837e-06
YJEFN3	0	2.46546309e-06
CILP2	0	2.55540178e-06
PBX4	0	8.84709881e-08
LPAR2	0	4.38313786e-08
GMIP	0	4.45157682e-08
ATP13A1	0	2.60677397e-08
ZNF101	0	4.35122018e-08
ZNF14	0	0.000171899997
LINC00663	0	0.00485064442
ZNF506	0	0.00515012564
ZNF253	0	0.0117442728
ZNF93	0	0.0122067135
ZNF682	0	0.00712693829
ZNF90	0	0.0115722355
ZNF486	0	0.0354637757
ZNF737	0	0.0384791657
ZNF626	0	0.0275852384
ZNF85	0	0.00689322597
ZNF430	0	0.00981593426
ZNF714	0	0.04624
ZNF431	0	0.0173865776
ZNF708	0	1
ZNF738	0	1
ZNF493	0	1
LINC00664	0	0.0151380958
ZNF429	0	0.0149496244
ZNF208	0	0.014323016
ZNF257	0	0.00559499348
ZNF676	0	0.0118877892
ZNF729	0	0.0126907359
ZNF98	0	0.00288012807
LOC440518	0	0.02313
ZNF492	0	0.02313
ZNF728	0	0.0388578512
ZNF730	0	0.0314
ZNF724P	0	0.0220992344
ZNF91	0	0.0344058843
ZNF726	0	0.04794
ZNF254	0	0.009144
HAVCR1P1	0	0.009144
UQCRFS1	0	0.0102454733
LOC284395	0	0.00395856932
VSTM2B	0	0.0209206331
POP4	0	0.0209206331
C19orf12	0	0.00780415002
CCNE1	0	0.000251941452
URI1	0	0.02194126
ZNF536	0	0.000198894284
DKFZp566F0947	0	0.00704763607
TSHZ3	0	0.000199387565
THEG5	0	0.0383718503
ZNF507	0	0.00109657377
LOC400684	0	0.000765721079
DPY19L3	0	0.000540023159
PDCD5	0	0.0271045971
ANKRD27	0	0.027636839
RGS9BP	0	0.0305373921
NUDT19	0	0.0310161479
TDRD12	0	0.047831623
CEP89	0	0.00712782187
C19orf40	0	0.00712782187
RHPN2	0	0.0122922217
GPATCH1	0	0.0237784555
WDR88	0	0.0234586235
LRP3	0	0.00251812184
SLC7A10	0	0.0036634189
CEBPA	0	0.000476745608
CEBPA-AS1	0	0.000440494125
CEBPG	0	6.10778519e-07
PEPD	0	4.93030142e-07
CHST8	0	0.00142368395
KCTD15	0	0.00111747998
LSM14A	0	0.0217859779
KIAA0355	0	0.0264023382
SCGB1B2P	0	0.0361434571
SCGB2B2	0	0.0277839388
SCGB2B3P	0	0.0277839388
ZNF302	0	0.0248443516
LGI4	0	0.0428873893
FXYD1	0	0.0428873893
FXYD7	0	0.0428873893
FXYD5	0	0.0428873893
FAM187B	0	0.00216176725
LSR	0	0.00201422985
USF2	0	0.00201422985
HAMP	0	0.0014921082
MAG	0	0.00117768916
CD22	0	0.000903381356
MIR5196	0	0.0181424593
FFAR1	0	0.029585209
FFAR3	0	0.029585209
LRFN3	0	0.04753
SDHAF1	0	7.84613662e-06
SYNE4	0	8.16209642e-06
ALKBH6	0	7.72205758e-06
CLIP3	0	9.91519848e-06
THAP8	0	3.72832734e-05
WDR62	0	7.99033276e-05
OVOL3	0	0.000308666014
POLR2I	0	0.000343577039
TBCB	0	0.00033468575
CAPNS1	0	0.000149447957
COX7A1	0	7.35897934e-05
ZNF565	0	0.000629035002
ZNF146	0	0.000577080331
LOC100134317	0	1
LINC00665	0	1
ZFP14	0	1
ZFP82	0	0.000725223439
LOC644189	0	0.00209918527
ZNF566	0	0.00380638293
ZNF260	0	0.0396127868
ZNF529	0	0.040528886
ZNF382	0	0.0413646493
ZNF461	0	0.0413208779
ZNF567	0	0.0420285165
ZNF850	0	0.0411502205
ZNF345	0	0.03382
ZNF829	0	0.03382
ZNF568	0	0.0345828092
ZNF420	0	0.0354730808
ZNF585A	0	0.00733960224
ZNF585B	0	0.0049662956
ZNF383	0	0.0049662956
LOC284412	0	0.00432076332
HKR1	0	0.00786244882
ZNF527	0	0.00824765261
ZNF569	0	0.00782432946
ZNF570	0	0.00842273557
ZNF793	0	0.00890755693
ZNF571-AS1	0	0.013111262
ZNF540	0	0.0124319929
ZNF571	0	0.0112597021
SIPA1L3	0	0.0166372226
DPF1	0	0.0349385361
PPP1R14A	0	0.0213414788
SPINT2	0	0.0105565139
YIF1B	0	0.0165950601
C19orf33	0	0.0139062384
KCNK6	0	0.0289682672
CATSPERG	0	0.0146803048
PSMD8	0	0.0141048499
GGN	0	0.0141048499
SPRED3	0	0.0137613525
FAM98C	0	0.0125713287
RASGRP4	0	0.0100472815
RYR1	0	0.0030968306
MAP4K1	0	0.00716709286
EIF3K	0	0.00804154039
ACTN4	0	0.0186808765
CAPN12	0	0.0143346907
LGALS7	0	0.00488219261
LGALS7B	0	0.0053250102
LGALS4	0	0.0115546781
ECH1	0	0.0119802196
HNRNPL	0	0.010885178
RINL	0	0.000631826714
SIRT2	0	0.00167650416
NFKBIB	0	0.00156176331
LOC643669	0	0.00156176331
SARS2	0	0.001545895
MRPS12	0	0.001545895
FBXO17	0	0.001545895
FBXO27	0	0.0274147264
PAPL	0	0.0249493452
PAK4	0	0.0189281912
NCCRP1	0	0.0352237533
SYCN	0	0.0352237533
IFNL1	0	0.0349868637
LRFN1	0	0.0349868637
GMFG	0	0.0349868637
SAMD4B	0	0.0158699688
PAF1	0	0.0279663813
MED29	0	0.0279663813
ZFP36	0	0.0279663813
MIR4530	0	0.0279663813
PLEKHG2	0	0.0279663813
RPS16	0	0.0279663813
SUPT5H	0	0.0290706631
LGALS13	0	0.00613446027
LOC100129935	0	1
LGALS16	0	1
LGALS17A	0	0.00404341487
LGALS14	0	0.000838542875
CLC	0	0.0129590338
LEUTX	0	0.0323553149
DYRK1B	0	0.0241294941
FBL	0	0.0241294941
FCGBP	0	0.0241294941
MAP3K10	0	0.00624173601
TTC9B	0	0.00669255446
CNTD2	0	0.00586631765
AKT2	0	0.00454117249
MIR641	0	0.00445273614
C19orf47	0	0.00301489273
PLD3	0	0.00275690171
HIPK4	0	0.00230588589
PRX	0	0.00243319676
LTBP4	0	0.00773043334
NUMBL	0	0.0046539175
ADCK4	0	0.00399563599
ITPKC	0	0.00140639904
C19orf54	0	0.00126229701
SNRPA	0	0.00186657948
MIA-RAB4B	0	0.00239858607
MIA	0	0.00257339545
RAB4B-EGLN2	0	0.00239858607
EGLN2	0	0.00278666876
CYP2A6	0	0.0043879721
CYP2A7	0	0.018262456
CYP2G1P	0	0.04838
CYP2B6	0	0.04183
CYP2S1	0	0.04289
AXL	0	0.029340183
HNRNPUL1	0	0.024922005
CCDC97	0	0.014566452
TGFB1	0	0.00766378216
TMEM91	0	1
B9D2	0	0.0113396172
BCKDHA	0	1
EXOSC5	0	1
B3GNT8	0	1
ATP5SL	0	1
C19orf69	0	1
LOC100505495	0	0.02883647
CEACAM21	0	0.04243
CEACAM4	0	0.0228030591
CEACAM7	0	0.0207217976
CEACAM5	0	0.0237238708
XRCC1	0	0.0169955457
PINLYP	0	0.0143430261
IRGQ	0	0.0076943162
ZNF576	0	0.00690579424
ZNF428	0	0.00690579424
SRRM5	0	0.00690579424
CADM4	0	0.00690579424
PLAUR	0	0.00678680561
ZNF155	0	0.0137304247
ZNF230	0	0.0136267879
ZNF284	0	0.0130555819
ZNF223	0	0.0130555819
ZNF224	0	0.0133825599
LOC100379224	0	0.011297618
ZNF225	0	0.0109975649
ZNF235	0	0.0188256386
ZNF233	0	0.02405
ZFP112	0	0.0188256386
IGSF23	0	0.0248766793
PVR	0	0.0131070963
MIR4531	0	0.0131070963
CEACAM19	0	0.0046004523
CEACAM16	0	0.0082965128
BCL3	0	0.0149056177
CBLC	0	0.00303106606
BCAM	0	0.00244184679
PVRL2	0	0.00244184679
TOMM40	0	0.000374342095
APOE	0	0.00482445591
APOC1	0	0.03454
CLASRP	0	0.016992587
ZNF296	0	0.0156967333
GEMIN7	0	0.0130888544
PPP1R37	0	0.0128200523
NKPD1	0	0.0128200523
TRAPPC6A	0	0.0122379891
BLOC1S3	0	0.0115741601
EXOC3L2	0	0.00125629508
MARK4	0	9.78381894e-05
CKM	0	0.0001057398
KLC3	0	5.73756424e-06
ERCC2	0	2.03493073e-05
PPP1R13L	0	0.000228077656
CD3EAP	0	0.00127087317
ERCC1	0	0.000206328226
FOSB	0	0.000327138307
RTN2	0	9.08007535e-05
PPM1N	0	9.90429954e-05
VASP	0	0.000180372694
OPA3	0	6.10572168e-05
GPR4	0	0.0002285
EML2	0	5.96039884e-11
MIR330	0	5.96039884e-11
LOC100287177	0	5.96039884e-11
GIPR	0	5.41899858e-12
MIR642A	0	6.75881573e-12
MIR642B	0	6.75881573e-12
SNRPD2	0	3.36597417e-12
QPCTL	0	1.27597932e-12
FBXO46	0	5.61578708e-06
LOC388553	0	1.95494434e-06
SIX5	0	2.27681911e-06
DMPK	0	1.88475662e-06
DMWD	0	1.1732761e-06
RSPH6A	0	5.07766799e-07
SYMPK	0	2.89537051e-07
FOXA3	0	3.69998205e-06
IRF2BP1	0	3.54049468e-05
MYPOP	0	6.20908945e-05
NANOS2	0	1.00651825e-05
NOVA2	0	0.00106295863
CCDC61	0	0.00967714094
PPP5D1	0	0.00853999511
CALM3	0	0.00867539596
PTGIR	0	0.000995525673
GNG8	0	0.00409383062
DACT3	0	0.00596566046
DACT3-AS1	0	0.00770927975
PRKD2	0	0.00751936047
MIR320E	0	0.00751936047
STRN4	0	0.00762458688
FKRP	0	0.00828914977
SLC1A5	0	0.00844606591
SNAR-E	0	0.03014
AP2S1	0	0.03014
NPAS1	0	9.46719304e-05
TMEM160	0	9.68762519e-05
ZC3H4	0	0.000110339619
SAE1	0	0.000141355527
BBC3	0	0.0324693268
MIR3190	0	0.0354993639
MIR3191	0	0.0354993639
CCDC9	0	0.0352296691
PRR24	0	0.0352296691
C5AR1	0	0.0352296691
C5AR2	0	0.0352296691
DHX34	0	0.0188258373
MEIS3	0	0.00428490844
SLC8A2	0	0.00218687848
KPTN	0	0.0023959728
NAPA-AS1	0	0.00289536785
NAPA	0	0.00293827915
ZNF541	0	0.00269561786
GLTSCR1	0	0.00283487695
EHD2	0	0.02611
SEPW1	0	0.00151716828
TPRX1	0	0.00304073514
CRX	0	0.00304073514
SULT2A1	0	0.00304073514
SNAR-A12	0	0.0317636598
SNAR-C2	0	0.0130312784
SNAR-A1	0	0.0317636598
SNAR-C4	0	0.0317636598
SNAR-C3	0	0.0317636598
BSPH1	0	0.0130312784
ELSPBP1	0	0.0113887306
CABP5	0	0.0164647789
PLA2G4C	0	0.00889017054
LIG1	0	0.0349070936
FUT2	0	0.03757
MAMSTR	0	0.03757
RASIP1	0	0.03757
IZUMO1	0	0.03757
FUT1	0	0.03757
FGF21	0	0.03757
BCAT2	0	0.03757
SNRNP70	0	0.00122012067
LIN7B	0	0.00122012067
C19orf73	0	0.00122012067
PPFIA3	0	0.00122012067
HRC	0	0.00122012067
TRPM4	0	0.000695698464
SLC6A16	0	0.0314784996
MIR4324	0	0.0339115475
CD37	0	0.035793207
TEAD2	0	1
DKKL1	0	1
CCDC155	0	1
PTH2	0	0.0365917315
LOC100507003	0	0.0209519117
SLC17A7	0	0.00624084551
PIH1D1	0	0.00916239461
ALDH16A1	0	0.00998532033
FLT3LG	0	0.0111886239
RPL13A	0	0.0111886239
SNORD32A	0	0.0111886239
SNORD33	0	0.0111886239
SNORD34	0	0.0111886239
SNORD35A	0	0.0111886239
RPS11	0	0.0111886239
SNORD35B	0	0.0111886239
MIR150	0	0.0111886239
FCGRT	0	0.0111886239
RCN3	0	0.0109767579
NOSIP	0	0.0110799877
TSKS	0	0.03854
AP2A1	0	0.03854
FUZ	0	0.03854
MED25	0	0.03854
PTOV1-AS1	0	0.03854
PTOV1	0	0.0244071752
MIR4749	0	0.0216276336
PNKP	0	0.0219352905
AKT1S1	0	0.022835073
TBC1D17	0	0.0222932188
IL4I1	0	0.0222932188
MIR4750	0	0.0222932188
NUP62	0	0.0222932188
ATF5	0	0.0222932188
MIR4751	0	0.0222932188
SIGLEC11	0	0.0222932188
SIGLEC16	0	0.023296258
VRK3	0	0.023296258
MYH14	0	0.0379037154
KCNC3	0	0.0379037154
POLD1	0	0.012784331
SPIB	0	0.012784331
MYBPC2	0	0.0171976513
FAM71E1	0	0.0171976513
EMC10	0	0.0171976513
JOSD2	0	0.0250721626
ASPDH	0	0.0306921871
LRRC4B	0	0.0306921871
GPR32	0	0.0133979486
ACPT	0	0.0129507912
C19orf48	0	0.0129507912
SNORD88B	0	0.0129507912
SNORD88A	0	0.0129507912
SNORD88C	0	0.0129507912
MGC45922	0	0.0129507912
KLK1	0	0.0129507912
KLK15	0	0.00338655586
KLK3	0	0.00453741113
KLK2	0	0.0116809062
KLKP1	0	0.0150908741
KLK4	0	0.0150908741
KLK5	0	0.0168596476
KLK6	0	0.0179544819
KLK7	0	0.0179544819
KLK9	0	0.0179544819
KLK10	0	0.0179544819
KLK11	0	0.0179544819
KLK12	0	0.0134128015
KLK13	0	0.00225497038
KLK14	0	0.00492920997
CTU1	0	0.00492920997
SIGLEC9	0	0.00331543087
SIGLEC7	0	0.0127944195
SIGLEC17P	0	0.04485
SIGLEC8	0	0.0129049922
CEACAM18	0	0.00442440918
SIGLEC12	0	0.00342356189
SIGLEC6	0	0.0030293088
ZNF175	0	0.00168068733
FLJ30403	0	0.00275396476
SIGLEC5	0	0.00713548527
SIGLEC14	0	0.00808364399
MIR99B	0	0.00808364399
MIRLET7E	0	0.00808364399
MIR125A	0	0.00808364399
LINC00085	0	0.00808364399
HAS1	0	0.04235
FPR3	0	0.0239194059
ZNF577	0	0.0163034066
ZNF649	0	0.0155886886
ZNF613	0	0.0243707521
ZNF350	0	0.0190018456
ZNF615	0	0.00626342359
ZNF614	0	0.0170398531
ZNF432	0	0.0170398531
ZNF841	0	0.0170398531
PPP2R1A	0	0.0025979055
ZNF766	0	0.000206639061
MIR643	0	0.000113516458
ZNF480	0	0.000106839968
ZNF610	0	0.000540163409
ZNF880	0	0.000534033062
ZNF528	0	0.00951554592
ZNF534	0	0.0283516954
ZNF578	0	0.0103080065
ZNF808	0	0.0138136709
ZNF701	0	0.0138136709
ZNF137P	0	0.00305839104
ZNF83	0	0.00207832899
ZNF468	0	0.04815
ZNF320	0	0.04815
ZNF816-ZNF321P	0	0.04815
ZNF160	0	0.0154961945
ZNF415	0	0.0159245659
ZNF347	0	0.0159245659
ZNF665	0	0.0159245659
ZNF761	0	0.04003
ZNF813	0	0.0109711622
ZNF331	0	0.0109711622
LILRA6	0	0.006797
LILRB5	0	0.006797
LILRB2	0	0.006797
MIR4752	0	0.006797
LILRA3	0	0.006797
LILRA5	0	0.006797
LILRB4	0	0.0462779944
LILRP2	0	0.0462779944
KIR3DL3	0	0.0462779944
KIR2DL3	0	0.0462779944
KIR2DL1	0	0.0462779944
NLRP2	0	0.0025270058
GP6	0	0.00361550869
RDH13	0	0.00361550869
EPS8L1	0	0.000542641851
PPP1R12C	0	0.00140141606
TNNT1	0	0.00344321533
TNNI3	0	0.00344321533
DNAAF3	0	0.00344321533
ZNF628	0	0.00488072791
NAT14	0	0.00488072791
SSC5D	0	0.00488072791
SBK2	0	0.00488072791
SGK110	0	0.00488072791
ZNF579	0	0.00157125518
FIZ1	0	0.00477004969
ZNF524	0	0.00477004969
ZNF865	0	0.00477004969
ZNF784	0	0.00465526887
ZNF581	0	0.00465526887
ZNF580	0	0.00465526887
CCDC106	0	0.00465526887
U2AF2	0	0.00475100275
EPN1	0	0.00606336055
NLRP9	0	0.00437607023
RFPL4A	0	0.00492898655
RFPL4AL1	0	0.00492898655
NLRP11	0	0.00492898655
NLRP4	0	0.00253034375
NLRP13	0	0.000558277738
NLRP8	0	0.000145809502
NLRP5	0	0.000204649594
ZNF787	0	0.0171859924
ZNF444	0	0.0171859924
GALP	0	0.0107169866
ZSCAN5A	0	0.0138598721
ZNF542	0	0.0401
ZNF582	0	0.0401
ZNF582-AS1	0	0.0401
ZNF583	0	0.0214648424
ZNF667	0	0.0153955676
