GOID	Ontology Source	GOTerm	GOLevels	GOGroups	Nr. Genes	% Associated Genes	Term PValue	Term PValue Corrected with Bonferroni	Group PValue	Group PValue Corrected with Bonferroni	Associated Genes Found	All Associated Genes	OverViewTerm
KEGG:05142	KEGG_14.03.2012	Chagas disease (American trypanosomiasis)	[-1]	[Group1]	31	29.807692	7.14E-14	6.85E-12	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BDKRB2, CASP8, CD247, CD3E, CD3G, FASLG, FOS, GNA15, IKBKB, JUN, MAP2K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCB1, RELA, SMAD3]	[ACE, ADCY1, AKT1, AKT2, AKT3, BDKRB2, C1QA, C1QB, C1QC, C3, CALR, CASP8, CCL2, CCL3, CCL3L1, CCL3L3, CCL5, CD247, CD3D, CD3E, CD3G, CFLAR, CHUK, FADD, FAS, FASLG, FOS, GNA11, GNA14, GNA15, GNAI1, GNAI2, GNAI3, GNAL, GNAO1, GNAQ, GNAS, IFNB1, IFNG, IFNGR1, IFNGR2, IKBKB, IKBKG, IL10, IL12A, IL12B, IL1B, IL2, IL6, IL8, IRAK1, IRAK4, JUN, MAP2K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MYD88, NFKB1, NFKBIA, NOS2, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCB1, PLCB2, PLCB3, PLCB4, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, RELA, SERPINE1, SMAD2, SMAD3, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TICAM1, TLR2, TLR4, TLR6, TLR9, TNF, TNFRSF1A, TRAF6]	FALSE
KEGG:05031	KEGG_14.03.2012	Amphetamine addiction	[-1]	[Group1]	25	35.714287	2.02E-13	1.94E-11	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[ATF2, CALM1, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CREB1, FOS, GRIA1, GRIA4, GRIN1, GRIN2A, GRIN2B, GRIN2D, JUN, PPP1CA, PPP1R1B, PPP3CA, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, TH]	[ADCY5, ARC, ATF2, ATF4, ATF6B, CACNA1C, CACNA1D, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CHP, CHP2, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, DDC, DRD1, FOS, FOSB, GNAS, GRIA1, GRIA2, GRIA3, GRIA4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B, HDAC1, JUN, MAOA, MAOB, PDYN, PPP1CA, PPP1CB, PPP1CC, PPP1R1B, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SIRT1, SLC18A1, SLC18A2, SLC6A3, STX1A, TH]	FALSE
KEGG:05120	KEGG_14.03.2012	Epithelial cell signaling in Helicobacter pylori infection	[-1]	[Group1]	24	35.294117	8.40E-13	8.07E-11	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[CASP3, CDC42, CSK, EGFR, IKBKB, JUN, LYN, MAP2K4, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK9, MET, NFKB1, PAK1, PLCG1, PLCG2, PTPN11, RAC1, RELA, SRC]	[ADAM10, ADAM17, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E1, ATP6V0E2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, CASP3, CCL5, CDC42, CHUK, CSK, CXCL1, CXCR1, CXCR2, EGFR, F11R, GIT1, HBEGF, IGSF5, IKBKB, IKBKG, IL8, JAM2, JAM3, JUN, LYN, MAP2K4, MAP3K14, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK8, MAPK9, MET, NFKB1, NFKBIA, NOD1, PAK1, PLCG1, PLCG2, PTPN11, PTPRZ1, RAC1, RELA, SRC, TCIRG1, TJP1]	FALSE
KEGG:05152	KEGG_14.03.2012	Tuberculosis	[-1]	[Group1]	40	22.099447	8.75E-13	8.40E-11	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BCL2, CALM1, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CASP3, CASP8, CASP9, CEBPB, CREB1, CREBBP, EP300, FCGR1A, FCGR2B, FCGR2C, ITGB2, JAK1, JAK2, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, PPP3CA, RAF1, RELA, SRC, STAT1, SYK, VDR]	[AKT1, AKT2, AKT3, APAF1, ARHGEF12, ATP6AP1, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V1H, BAD, BAX, BCL10, BCL2, BID, C3, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMP, CARD9, CASP10, CASP3, CASP8, CASP9, CD14, CD209, CD74, CEBPB, CEBPG, CHP, CHP2, CIITA, CLEC4E, CLEC4M, CLEC7A, CORO1A, CR1, CREB1, CREBBP, CTSD, CTSS, CYCS, CYP27B1, EEA1, EP300, FADD, FCER1G, FCGR1A, FCGR2A, FCGR2B, FCGR2C, FCGR3A, FCGR3B, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, HSPA9, HSPD1, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNB1, IFNG, IFNGR1, IFNGR2, IL10, IL10RA, IL10RB, IL12A, IL12B, IL18, IL1A, IL1B, IL23A, IL6, IRAK1, IRAK2, IRAK4, ITGAM, ITGAX, ITGB2, JAK1, JAK2, KSR1, LAMP1, LAMP2, LBP, LOC100132941, LOC100291917, LSP1, MALT1, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MRC1, MRC2, MYD88, NFKB1, NFYA, NFYB, NFYC, NOD2, NOS2, PIK3C3, PLA2R1, PLK3, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, RAB5A, RAB5B, RAB5C, RAB7A, RAF1, RELA, RFX5, RFXANK, RFXAP, RHOA, RIPK2, SPHK1, SPHK2, SRC, STAT1, SYK, TCIRG1, TGFB1, TGFB2, TGFB3, TIRAP, TLR1, TLR2, TLR4, TLR6, TLR9, TNF, TNFRSF1A, TRADD, TRAF6, VDR]	FALSE
KEGG:04930	KEGG_14.03.2012	Type II diabetes mellitus	[-1]	[Group1]	20	41.666668	1.89E-12	1.81E-10	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[IKBKB, IRS2, IRS4, MAFA, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PRKCD, PRKCE, PRKCZ, SLC2A2, SOCS1, SOCS2, SOCS3]	[ABCC8, ADIPOQ, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1E, CACNA1G, GCK, HK1, HK2, HK3, HKDC1, IKBKB, INS, INSR, IRS1, IRS2, IRS4, KCNJ11, MAFA, MAPK1, MAPK10, MAPK3, MAPK8, MAPK9, MTOR, PDX1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PKLR, PKM2, PRKCD, PRKCE, PRKCZ, SLC2A2, SLC2A4, SOCS1, SOCS2, SOCS3, SOCS4, TNF]	FALSE
KEGG:05164	KEGG_14.03.2012	Influenza A	[-1]	[Group1, Group4]	38	21.83908	4.99E-12	4.79E-10	{Group1=2.6910528053551752E-89, Group4=1.7798287520973917E-42}	{Group1=1.614631683213105E-88, Group4=1.067897251258435E-41}	[AKT1, AKT2, AKT3, ATF2, CASP9, CREBBP, EP300, FASLG, GSK3B, IFNAR1, IKBKB, JAK1, JAK2, JUN, MAP2K1, MAP2K2, MAP2K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PRKCA, PRKCB, RAF1, RELA, SOCS3, STAT1, STAT2]	[ACTB, ACTG1, ADAR, AGFG1, AKT1, AKT2, AKT3, ATF2, CASP1, CASP9, CCL2, CCL5, CIITA, CPSF4, CREBBP, CXCL10, CYCS, DDX39B, DDX58, DNAJB1, DNAJC3, EIF2AK1, EIF2AK2, EIF2AK3, EIF2AK4, EIF2S1, EP300, FAS, FASLG, FDPS, FURIN, GSK3B, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, HNRNPUL1, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, ICAM1, IFIH1, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IFNG, IFNGR1, IFNGR2, IKBKB, IKBKE, IL12A, IL12B, IL18, IL1A, IL1B, IL33, IL6, IL8, IRAK4, IRF3, IRF7, IRF9, IVNS1ABP, JAK1, JAK2, JUN, KPNA1, KPNA2, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MAVS, MX1, MYD88, NFKB1, NFKBIA, NFKBIB, NLRP3, NLRX1, NUP98, NXF1, NXF2, NXF2B, NXF3, NXF5, NXT1, NXT2, OAS1, OAS2, OAS3, PABPN1, PABPN1L, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLG, PML, PRKCA, PRKCB, PRSS1, PRSS2, PRSS3, PYCARD, RAE1, RAF1, RELA, RNASEL, RSAD2, SLC25A6, SOCS3, STAT1, STAT2, TBK1, TICAM1, TLR3, TLR4, TLR7, TMPRSS13, TMPRSS2, TMPRSS4, TNF, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFRSF1A, TNFSF10, TRIM25, TYK2, VDAC1, XPO1]	FALSE
KEGG:04144	KEGG_14.03.2012	Endocytosis	[-1]	[None]	41	20.29703	8.52E-12	8.18E-10	{None=NaN}	{None=NaN}	[ACAP1, ADRB2, ADRBK1, ARRB1, ASAP1, ASAP2, CAV1, CBL, CBLB, CBLC, CCR5, CDC42, CSF1R, CXCR4, DAB2, DNM1, DNM2, EGFR, ERBB3, ERBB4, FLT1, HRAS, IGF1R, IL2RA, IL2RB, IL2RG, KDR, KIT, MET, NTRK1, PARD3, PDGFRA, PLD1, PLD2, PRKCI, PRKCZ, RET, SH3KBP1, SMAD3, SRC, TFRC]	[ACAP1, ACAP2, ACAP3, ADRB1, ADRB2, ADRB3, ADRBK1, ADRBK2, AGAP1, AGAP2, AP2A1, AP2A2, AP2B1, AP2M1, AP2S1, ARAP1, ARAP2, ARAP3, ARF6, ARFGAP1, ARFGAP2, ARFGAP3, ARRB1, ARRB2, ASAP1, ASAP2, ASAP3, CAV1, CAV2, CAV3, CBL, CBLB, CBLC, CCR5, CDC42, CHMP1B, CHMP2A, CHMP2B, CHMP4A, CHMP4B, CHMP4C, CHMP5, CHMP6, CHMP7, CLTA, CLTB, CLTC, CLTCL1, CSF1R, CXCR1, CXCR2, CXCR4, DAB2, DNAJC6, DNM1, DNM1L, DNM2, DNM3, EEA1, EGF, EGFR, EHD1, EHD2, EHD3, EHD4, EPN1, EPN2, EPN3, EPS15, ERBB3, ERBB4, F2R, FAM125A, FAM125B, FGFR2, FGFR3, FGFR4, FLT1, FOLR1, FOLR2, FOLR3, FOLR4, GIT1, GIT2, GRK1, GRK4, GRK5, GRK6, GRK7, HGS, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, HRAS, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, IGF1R, IL2RA, IL2RB, IL2RG, IQSEC1, IQSEC2, IQSEC3, ITCH, KDR, KIT, LDLR, LDLRAP1, MDM2, MET, NEDD4, NEDD4L, NTRK1, PARD3, PARD6A, PARD6B, PARD6G, PDCD6IP, PDGFRA, PIP5K1A, PIP5K1B, PIP5K1C, PIP5KL1, PLD1, PLD2, PML, PRKCI, PRKCZ, PSD, PSD2, PSD3, PSD4, RAB11A, RAB11B, RAB11FIP1, RAB11FIP2, RAB11FIP3, RAB11FIP4, RAB11FIP5, RAB22A, RAB31, RAB4A, RAB5A, RAB5B, RAB5C, RAB7A, RABEP1, RET, RHOA, RNF41, RUFY1, SH3GL1, SH3GL2, SH3GL3, SH3GLB1, SH3GLB2, SH3KBP1, SMAD2, SMAD3, SMAD6, SMAD7, SMAP1, SMAP2, SMURF1, SMURF2, SNF8, SRC, STAM, STAM2, STAMBP, TFRC, TGFB1, TGFB2, TGFB3, TGFBR1, TGFBR2, TRAF6, TSG101, USP8, VPS24, VPS25, VPS28, VPS36, VPS37A, VPS37B, VPS37C, VPS37D, VPS45, VPS4A, VPS4B, VTA1, WWP1, ZFYVE16, ZFYVE20, ZFYVE9]	TRUE
KEGG:04620	KEGG_14.03.2012	Toll-like receptor signaling pathway	[-1]	[Group1]	28	27.450981	1.13E-11	1.08E-09	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, CASP8, FOS, IFNAR1, IKBKB, JUN, MAP2K1, MAP2K2, MAP2K4, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, RAC1, RELA, STAT1]	[AKT1, AKT2, AKT3, CASP8, CCL3, CCL4, CCL5, CD14, CD40, CD80, CD86, CHUK, CTSK, CXCL10, CXCL11, CXCL9, FADD, FOS, IFNA1, IFNA10, IFNA13, IFNA14, IFNA16, IFNA17, IFNA2, IFNA21, IFNA4, IFNA5, IFNA6, IFNA7, IFNA8, IFNAR1, IFNAR2, IFNB1, IKBKB, IKBKE, IKBKG, IL12A, IL12B, IL1B, IL6, IL8, IRAK1, IRAK4, IRF3, IRF5, IRF7, JUN, LBP, LY96, MAP2K1, MAP2K2, MAP2K3, MAP2K4, MAP2K6, MAP2K7, MAP3K7, MAP3K8, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MYD88, NFKB1, NFKBIA, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, RAC1, RELA, RIPK1, SPP1, STAT1, TAB1, TAB2, TBK1, TICAM1, TICAM2, TIRAP, TLR1, TLR2, TLR3, TLR4, TLR5, TLR6, TLR7, TLR8, TLR9, TNF, TOLLIP, TRAF3, TRAF6]	FALSE
KEGG:04530	KEGG_14.03.2012	Tight junction	[-1]	[None]	32	24.242424	1.40E-11	1.35E-09	{None=NaN}	{None=NaN}	[ACTN1, ACTN4, AKT1, AKT2, AKT3, CDC42, CDK4, CSNK2A1, CSNK2A2, CSNK2B, CTNNA1, CTNNB1, CTTN, EPB41L2, HCLS1, HRAS, MYH9, PARD3, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKCZ, PTEN, RRAS, SPTAN1, SRC, YES1]	[ACTB, ACTG1, ACTN1, ACTN2, ACTN3, ACTN4, AKT1, AKT2, AKT3, AMOTL1, ASH1L, CASK, CDC42, CDK4, CGN, CLDN1, CLDN10, CLDN11, CLDN14, CLDN15, CLDN16, CLDN17, CLDN18, CLDN19, CLDN2, CLDN20, CLDN22, CLDN23, CLDN3, CLDN4, CLDN5, CLDN6, CLDN7, CLDN8, CLDN9, CRB3, CSDA, CSNK2A1, CSNK2A2, CSNK2B, CTNNA1, CTNNA2, CTNNA3, CTNNB1, CTTN, EPB41, EPB41L1, EPB41L2, EPB41L3, EXOC3, EXOC4, F11R, GNAI1, GNAI2, GNAI3, HCLS1, HRAS, IGSF5, INADL, JAM2, JAM3, KRAS, LLGL1, LLGL2, LOC100506658, MAGI1, MAGI2, MAGI3, MLLT4, MPDZ, MPP5, MRAS, MYH1, MYH10, MYH11, MYH13, MYH14, MYH15, MYH2, MYH3, MYH4, MYH6, MYH7, MYH7B, MYH8, MYH9, MYL10, MYL12A, MYL12B, MYL2, MYL5, MYL7, MYL9, MYLPF, NRAS, PARD3, PARD6A, PARD6B, PARD6G, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R2A, PPP2R2B, PPP2R2C, PPP2R2D, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCH, PRKCI, PRKCQ, PRKCZ, PTEN, RAB13, RAB3B, RHOA, RRAS, RRAS2, SPTAN1, SRC, SYMPK, TJAP1, TJP1, TJP2, TJP3, VAPA, YES1, ZAK]	TRUE
KEGG:05145	KEGG_14.03.2012	Toxoplasmosis	[-1]	[Group1]	32	23.880596	2.16E-11	2.08E-09	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BCL2, CASP3, CASP8, CASP9, CCR5, IKBKB, ITGB1, JAK1, JAK2, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, NFKB1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLA2G4A, RELA, SOCS1, STAT1, STAT3]	[AKT1, AKT2, AKT3, ALOX5, BAD, BCL2, BCL2L1, BIRC2, BIRC3, BIRC7, BIRC8, CASP3, CASP8, CASP9, CCR5, CD40, CD40LG, CHUK, CIITA, CYCS, GNAI1, GNAI2, GNAI3, GNAO1, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, HSPA1A, HSPA1B, HSPA1L, HSPA2, HSPA6, HSPA8, IFNG, IFNGR1, IFNGR2, IKBKB, IKBKG, IL10, IL10RA, IL10RB, IL12A, IL12B, IRAK1, IRAK4, IRGM, ITGA6, ITGB1, JAK1, JAK2, JMJD7-PLA2G4B, LAMA1, LAMA2, LAMA3, LAMA4, LAMA5, LAMB1, LAMB2, LAMB3, LAMB4, LAMC1, LAMC2, LAMC3, LDLR, LY96, MAP2K3, MAP2K6, MAP3K7, MAPK1, MAPK10, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MAPK8, MAPK9, MYD88, NFKB1, NFKBIA, NFKBIB, NOS2, PDK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLA2G10, PLA2G12A, PLA2G12B, PLA2G1B, PLA2G2A, PLA2G2C, PLA2G2D, PLA2G2E, PLA2G2F, PLA2G3, PLA2G4A, PLA2G4B, PLA2G4E, PLA2G5, PLA2G6, PPIF, RELA, SOCS1, STAT1, STAT3, TAB1, TAB2, TGFB1, TGFB2, TGFB3, TLR2, TLR4, TNF, TNFRSF1A, TRAF6, TYK2, XIAP]	FALSE
KEGG:04114	KEGG_14.03.2012	Oocyte meiosis	[-1]	[Group1]	29	25.892857	2.33E-11	2.23E-09	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AR, CALM1, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CCNB1, CDC25C, CDK1, CDK2, IGF1R, MAP2K1, MAPK1, MAPK12, MAPK3, PPP1CA, PPP3CA, PRKACA, PRKACB, PRKACG, RPS6KA1, RPS6KA2, RPS6KA3, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ]	[ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, ANAPC1, ANAPC10, ANAPC11, ANAPC13, ANAPC2, ANAPC4, ANAPC5, ANAPC7, AR, AURKA, BTRC, BUB1, CALM1, CALM2, CALM3, CALML3, CALML5, CALML6, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CCNB1, CCNB2, CCNE1, CCNE2, CDC16, CDC20, CDC23, CDC25C, CDC26, CDC27, CDK1, CDK2, CHP, CHP2, CPEB1, CUL1, ESPL1, FBXO43, FBXO5, FBXW11, IGF1, IGF1R, INS, ITPR1, ITPR2, ITPR3, MAD2L1, MAD2L2, MAP2K1, MAPK1, MAPK12, MAPK3, MOS, PGR, PKMYT1, PLCZ1, PLK1, PPP1CA, PPP1CB, PPP1CC, PPP2CA, PPP2CB, PPP2R1A, PPP2R1B, PPP2R5A, PPP2R5B, PPP2R5C, PPP2R5D, PPP2R5E, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKACA, PRKACB, PRKACG, PRKX, PTTG1, PTTG2, RBX1, REC8, RPS6KA1, RPS6KA2, RPS6KA3, RPS6KA6, SGOL1, SKP1, SLK, SMC1A, SMC1B, SMC3, SPDYA, SPDYC, STAG3, YWHAB, YWHAE, YWHAG, YWHAH, YWHAQ, YWHAZ]	FALSE
KEGG:04210	KEGG_14.03.2012	Apoptosis	[-1]	[Group1]	25	28.735632	4.98E-11	4.78E-09	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BAD, BCL2, CASP3, CASP8, CASP9, CSF2RB, FASLG, IKBKB, IL1R1, IL3RA, NFKB1, NTRK1, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PPP3CA, PRKACA, PRKACB, PRKACG, RELA, TP53]	[AIFM1, AKT1, AKT2, AKT3, APAF1, ATM, BAD, BAX, BCL2, BCL2L1, BID, BIRC2, BIRC3, BIRC7, BIRC8, CAPN1, CAPN2, CASP10, CASP3, CASP6, CASP7, CASP8, CASP9, CFLAR, CHP, CHP2, CHUK, CSF2RB, CYCS, DFFA, DFFB, ENDOG, FADD, FAS, FASLG, IKBKB, IKBKG, IL1A, IL1B, IL1R1, IL1RAP, IL3, IL3RA, IRAK1, IRAK2, IRAK3, IRAK4, MAP3K14, MYD88, NFKB1, NFKBIA, NGF, NTRK1, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PPP3CA, PPP3CB, PPP3CC, PPP3R1, PPP3R2, PRKACA, PRKACB, PRKACG, PRKAR1A, PRKAR1B, PRKAR2A, PRKAR2B, PRKX, RELA, RIPK1, TNF, TNFRSF10A, TNFRSF10B, TNFRSF10C, TNFRSF10D, TNFRSF1A, TNFSF10, TP53, TRADD, TRAF2, XIAP]	FALSE
KEGG:05140	KEGG_14.03.2012	Leishmaniasis	[-1]	[Group1]	23	31.081081	5.14E-11	4.93E-09	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[ELK1, FCGR1A, FCGR2C, FOS, ITGB1, ITGB2, JAK1, JAK2, JUN, MAPK1, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MARCKSL1, NCF1, NCF4, NFKB1, PRKCB, PTPN6, RELA, STAT1]	[C3, CR1, CYBA, ELK1, FCGR1A, FCGR2A, FCGR2C, FCGR3A, FCGR3B, FOS, HLA-DMA, HLA-DMB, HLA-DOA, HLA-DOB, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQA2, HLA-DQB1, HLA-DRA, HLA-DRB1, HLA-DRB3, HLA-DRB4, HLA-DRB5, IFNG, IFNGR1, IFNGR2, IL10, IL12A, IL12B, IL1A, IL1B, IL4, IRAK1, IRAK4, ITGA4, ITGAM, ITGB1, ITGB2, JAK1, JAK2, JUN, LOC100132941, LOC100291917, MAP3K7, MAPK1, MAPK11, MAPK12, MAPK13, MAPK14, MAPK3, MARCKSL1, MYD88, NCF1, NCF2, NCF4, NFKB1, NFKBIA, NFKBIB, NOS2, PRKCB, PTGS2, PTPN6, RELA, STAT1, TAB1, TAB2, TGFB1, TGFB2, TGFB3, TLR2, TLR4, TNF, TRAF6]	FALSE
KEGG:04725	KEGG_14.03.2012	Cholinergic synapse	[-1]	[Group1]	28	25	1.29E-10	1.23E-08	{Group1=2.6910528053551752E-89}	{Group1=1.614631683213105E-88}	[AKT1, AKT2, AKT3, BCL2, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CHAT, CREB1, FOS, FYN, HRAS, JAK2, MAP2K1, MAPK1, MAPK3, PIK3CA, PIK3R1, PIK3R2, PIK3R3, PLCB1, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG]	[ACHE, ADCY1, ADCY2, ADCY3, ADCY4, ADCY5, ADCY6, ADCY7, ADCY8, ADCY9, AKT1, AKT2, AKT3, ATF4, BCL2, CACNA1A, CACNA1B, CACNA1C, CACNA1D, CACNA1F, CACNA1S, CAMK2A, CAMK2B, CAMK2D, CAMK2G, CAMK4, CHAT, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA3, CHRNA4, CHRNA6, CHRNA7, CHRNB2, CHRNB4, CREB1, CREB3, CREB3L1, CREB3L2, CREB3L3, CREB3L4, CREB5, FOS, FYN, GNA11, GNAI1, GNAI2, GNAI3, GNAO1, GNAQ, GNB1, GNB2, GNB3, GNB4, GNB5, GNG10, GNG11, GNG12, GNG13, GNG2, GNG3, GNG4, GNG5, GNG7, GNG8, GNGT1, GNGT2, HRAS, ITPR1, ITPR2, ITPR3, JAK2, KCNJ12, KCNJ14, KCNJ2, KCNJ3, KCNJ4, KCNJ6, KCNQ1, KCNQ2, KCNQ3, KCNQ4, KCNQ5, KRAS, MAP2K1, MAPK1, MAPK3, NRAS, PIK3CA, PIK3CB, PIK3CD, PIK3CG, PIK3R1, PIK3R2, PIK3R3, PIK3R5, PLCB1, PLCB2, PLCB3, PLCB4, PRKACA, PRKACB, PRKACG, PRKCA, PRKCB, PRKCG, PRKX, SLC18A3, SLC5A7]	FALSE
